"","harga","tahun","mileage","variant","transmisi","warna","mesin","merk","model","penumpang","lokasi"
"737",1.4e+08,2008,123000,"E","Manual","Silver",2494,"Toyota","Kijang Innova",8,"Sumatera Barat » Payakumbuh"
"738",1.45e+08,2010,115000,"VTi-L","Automatic","Silver",NA,"Honda","Accord",5,"DKI Jakarta » Tanah Abang"
"739",1.32e+08,2011,10000,"1.5","Automatic","Putih",1497,"Honda","Freed",7,"Jawa Barat » Antapani"
"740",3.3e+08,2014,92500,"Hybrid","Automatic","Hitam",2494,"Toyota","Camry Hybrid",5,"DKI Jakarta » Kuningan"
"741",1.9e+08,2015,35000,"PX","Automatic","Hitam",1998,"Mitsubishi","Outlander Sport",5,"DKI Jakarta » Kramat Jati"
"742",1.15e+08,2018,62500,"G","Manual","Abu-abu",1197,"Toyota","Calya",7,"DKI Jakarta » Cibubur"
"743",1.39e+08,2017,22500,"RS","Automatic","Abu-abu",1199,"Honda","Brio",5,"DKI Jakarta » Green Ville"
"744",2e+08,2018,19000,"E Prestige","Automatic","Putih",1497,"Honda","BR-V",7,"Jawa Barat » Cibinong"
"745",1.35e+08,2014,112500,"RS","Automatic","Silver",1496,"Honda","Mobilio",7,"DKI Jakarta » Bintaro"
"746",1.05e+08,2001,98000,"E46","Automatic","Abu-abu",2494,"BMW","325i",5,"Jawa Barat » Kayuringin Jaya"
"747",162500000,2017,70000,"E","Automatic","Hitam",1496,"Honda","Mobilio",7,"Banten » Cipondoh"
"748",1.23e+08,2014,132500,"E Prestige","Automatic","Silver",1496,"Honda","Mobilio",7,"DKI Jakarta » Bintaro"
"749",5.5e+07,1997,157500,"LSX","Manual","Merah",1781,"Toyota","Kijang",8,"DKI Jakarta » Duren Sawit"
"750",2.23e+08,2012,97500,"Executive Edition","Automatic","Abu-abu",1995,"BMW","320i",5,"Jawa Barat » kota baru parahyangan"
"751",99900000,1997,182500,"E39 2.5 Manual","Manual","Marun",2495,"BMW","523i",4,"DKI Jakarta » Permata Hijau"
"752",139500000,2013,21500,"TX","Manual","Silver",1495,"Daihatsu","Terios",7,"Jawa Barat » Antapani"
"753",6.5e+07,2005,95000,"Li","Manual","Silver",989,"Daihatsu","Xenia",7,"Jawa Barat » Cikarang Utara"
"754",49500000,1996,102500,"2.2 Manual","Manual","Hijau",2238,"Isuzu","Panther",7,"Jawa Timur » Benowo"
"755",1.45e+08,2016,95000,"E Prestige","Automatic","Putih",1496,"Honda","Mobilio",7,"DKI Jakarta » Ruko Rawa Lumbu"
"756",1.45e+08,2016,80600,"E","Automatic","Silver",1496,"Honda","Mobilio",7,"Banten » Pamulang"
"757",2.8e+08,2017,27500,"G","Manual","Hitam",2393,"Toyota","Kijang Innova",8,"DKI Jakarta » Cibubur"
"758",1.2e+08,2009,97500,"1.5","Automatic","Abu-abu",1497,"Honda","Freed",7,"Jawa Barat » Cikarang Selatan"
"759",1.4e+08,2016,77500,"E","Automatic","Putih",1496,"Honda","Mobilio",7,"DKI Jakarta » Kemayoran"
"760",1.59e+08,2018,29000,"XV","Automatic","Silver",1498,"Nissan","Grand Livina",7,"Yogyakarta » Sleman"
"761",4.53e+08,2018,22500,"Dakar Ultimate","Automatic","Hitam",2442,"Mitsubishi","Pajero Sport",7,"DKI Jakarta » Cengkareng"
"762",1.85e+08,2004,79000,"","Automatic","Abu-abu",2597,"Mercedes-Benz","E240",5,"DKI Jakarta » Bintaro"
"763",1.55e+08,2013,52500,"RS","Manual","Hitam",1496,"Honda","Jazz",5,"Jawa Barat » Depok"
"764",2.5e+08,2008,87500,"W204","Automatic","Hitam",2996,"Mercedes-Benz","C280",5,"Jawa Barat » Ujung Berung"
"765",97500000,2009,211577,"J","Manual","Silver",1497,"Toyota","Yaris",5,"Jawa Barat » Bandung Timur"
"766",9e+07,2009,145961,"Li DELUXE","Manual","Silver",989,"Daihatsu","Xenia",7,"Jawa Timur » Jetis"
"767",6.4e+08,2014,22500,"M Sport","Automatic","Putih",1997,"BMW","428i",5,"DKI Jakarta » Pluit"
"768",3e+08,2016,87500,"V","Automatic","Coklat",2393,"Toyota","Kijang Innova",8,"DKI Jakarta » Grogol"
"769",1.9e+08,2014,129000,"LTD LTD LTD","Automatic","Hitam",2499,"Ford","Everest",7,"Banten » BSD"
"770",2.4e+08,2019,23000,"ULTIMATE","Automatic","Putih",1499,"Mitsubishi","Xpander",7,"Jawa Timur » Sukomanunggal"
"771",2.3e+08,2015,86000,"E","Automatic","Putih",1497,"Honda","HR-V",5,"Kalimantan Selatan » Landasan Ulin"
"772",8.2e+07,1981,227500,"","Manual","Lainnya",1000,"Suzuki","Jimny",5,"Sumatera Utara » Medan Sunggal"
"773",6.7e+07,2010,137500,"XV","Automatic","Abu-abu",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Rawamangun"
"774",1.95e+08,2014,57500,"RS","Manual","Putih",1497,"Honda","Jazz",5,"Jawa Barat » Kopo"
"775",5.8e+07,1992,100000,"","Manual","Hijau",1596,"Honda","Civic",5,"Jawa Barat » Ujungberung"
"776",117250000,2007,80000,"2.0 i-VTEC","Automatic","Hitam",1997,"Honda","CR-V",5,"DKI Jakarta » Tebet"
"777",9.9e+07,2012,77500,"XV","Automatic","Putih",1498,"Nissan","Evalia",7,"DKI Jakarta » Kembangan"
"778",3.75e+08,2016,42500,"ES","Automatic","Putih",1498,"Honda","Civic",5,"DKI Jakarta » Pluit"
"779",137500000,2015,84000,"G","Manual","Putih",1496,"Toyota","Avanza",7,"Jawa Barat » Subang"
"780",5.5e+07,1995,72500,"","Manual","Hijau",1589,"Daihatsu","Feroza",5,"Jawa Timur » Duduk Sampeyan"
"781",4.35e+08,2012,37500,"GV","Manual","Biru",2457,"Subaru","WRX STi",5,"Jawa Tengah » Solo"
"782",1.25e+08,2014,48000,"ACTIV","Automatic","Abu-abu",1485,"Chevrolet","Spin",7,"DKI Jakarta » Ciracas"
"783",41500000,1996,155000,"","Manual","Marun",1800,"Toyota","Kijang",7,"DKI Jakarta » Cilandak"
"784",4.5e+07,1996,42500,"","Manual","Putih",1486,"Toyota","Kijang",2,"Jawa Barat » Tambun Selatan"
"785",8.5e+07,2007,100500,"VTEC","Manual","Abu-abu",1497,"Honda","City",5,"Jawa Barat » Cisaat"
"786",1.19e+08,2008,122500,"V","Automatic","Silver",2362,"Toyota","Camry",5,"DKI Jakarta » Matraman"
"787",1.15e+08,2012,152500,"GL","Manual","Hitam",1373,"Suzuki","Ertiga",7,"DKI Jakarta » Cakung"
"788",1.5e+08,2015,82000,"RS","Automatic","Abu-abu",1496,"Honda","Mobilio",7,"DKI Jakarta » Tanjung Barat"
"789",1.43e+08,2012,97000,"RS","Automatic","Abu-abu",1496,"Honda","Jazz",5,"DKI Jakarta » Tangerang"
"790",9.5e+07,2014,73870,"St","Manual","Hitam",1498,"Nissan","Evalia",7,"Jawa Barat » Limo"
"791",5.5e+07,2001,106754,"LGX","Automatic","Biru",1998,"Toyota","Kijang",8,"DKI Jakarta » Kramat Jati"
"792",3.6e+07,1991,123456,"","Manual","Hitam",1300,"Suzuki","Amenity",5,"Banten » Tangerang Kota"
"793",1.15e+08,2019,25000,"R Deluxe","Manual","Merah",1197,"Daihatsu","Ayla",5,"DKI Jakarta » Jagakarsa"
"794",75500000,2003,155697,"G","Automatic","Silver",2362,"Toyota","Camry",5,"Jawa Barat » Ciomas"
"795",1.25e+08,2012,77000,"Veloz","Automatic","Silver",1496,"Toyota","Avanza",7,"Lampung » Terbanggi Besar"
"796",2e+08,2006,137500,"GTi","Automatic","Putih",1984,"Volkswagen","Golf",5,"DKI Jakarta » Kuningan"
"797",2.55e+08,2016,67500,"Prestige","Automatic","Abu-abu",1799,"Honda","HR-V",5,"DKI Jakarta » Grogol"
"798",2.32e+08,2016,48000,"G","Automatic","Abu-abu",1998,"Toyota","Kijang Innova",8,"Jawa Barat » Jatirasa"
"799",2.3e+08,2017,7500,"ULTIMATE","Automatic","Hitam",1499,"Mitsubishi","Xpander",7,"Sumatera Utara » Medan"
"800",1.3e+08,2002,170000,"CDI Avantgarde","Automatic","Silver",2685,"Mercedes-Benz","C270",5,"Jawa Barat » Citra Gran"
"801",1.25e+08,2016,41424,"R SPORTY","Automatic","Merah",1329,"Daihatsu","Xenia",7,"Banten » Serpong"
"802",2.13e+08,2006,77000,"V221","Automatic","Hitam",3498,"Mercedes-Benz","S350 L",5,"DKI Jakarta » Kelapa Gading"
"803",2.9e+08,2017,85000,"G","Manual","Hitam",2393,"Toyota","Kijang Innova",8,"Bengkulu » Kampung Melayu"
"804",1.36e+08,2003,107500,"V","Automatic","Silver",2994,"Toyota","Alphard",7,"Jawa Barat » Antapani"
"805",1.39e+08,2002,64000,"E39","Automatic","Hitam",2979,"BMW","530i",5,"Banten » BSD"
"806",1.25e+08,2008,142500,"G","Automatic","Hitam",1998,"Toyota","Kijang Innova",8,"Yogyakarta » Depokan kota gede"
"807",1.23e+08,2014,97500,"E Prestige","Automatic","Abu-abu",1496,"Honda","Mobilio",7,"Jawa Barat » Bekasi Jaya"
"808",1.2e+08,2013,83660,"G","Manual","Silver",1298,"Toyota","Avanza",7,"Yogyakarta » Sleman"
"809",3.75e+08,2013,57500,"A-Line","Automatic","Biru",2457,"Subaru","WRX STi",5,"DKI Jakarta » Kembangan"
"810",2.3e+08,2016,48000,"GLS","Automatic","Putih",1999,"Hyundai","Tucson",5,"Jawa Barat » Tambun"
"811",2.6e+08,2013,980000,"XM","Automatic","Putih",2199,"KIA","Sorento",7,"Jawa Timur » Blimbing"
"812",1.85e+08,2018,7500,"GX","Automatic","Coklat",1462,"Suzuki","Ertiga",7,"Banten » BSD"
"813",1.5e+08,2013,92000,"S","Automatic","Putih",1495,"Toyota","Rush",5,"Jawa Timur » Bojonegoro"
"814",57200000,1985,102500,"","Manual","Hitam",2300,"Chevrolet","Trooper",7,"Jawa Tengah » Kendal"
"815",1.25e+08,2013,58000,"Veloz","Automatic","Silver",1496,"Toyota","Avanza",7,"DKI Jakarta » Bintaro"
"816",2.85e+08,2010,47500,"Elegance","Automatic","Hitam",2996,"Mercedes-Benz","E300",5,"Jawa Barat » Margonda"
"817",2.3e+08,2013,45000,"G","Automatic","Silver",2494,"Toyota","Kijang Innova",8,"Jawa Tengah » Gajah Mungkur"
"818",3.85e+08,2019,18344,"Grand Touring","Automatic","Putih",1998,"Mazda","CX-3",5,"Jawa Barat » Margahayu"
"819",1.95e+08,2013,88000,"2","Automatic","Putih",1997,"Honda","CR-V",5,"DKI Jakarta » Duren Sawit"
"820",1.15e+08,2013,97500,"XV","Automatic","Abu-abu",1498,"Nissan","Grand Livina",7,"Jawa Barat » Bandung Kulon"
"821",1.5e+08,2013,65000,"Pearl White","Automatic","Putih",1998,"Chevrolet","Captiva",7,"DKI Jakarta » Pasar Minggu"
"822",1.95e+08,2018,30000,"LTZ","Automatic","Putih",1364,"Chevrolet","Trax",5,"Jawa Barat » Pancoran Mas"
"823",6.2e+07,2008,130000,"SE","Manual","Silver",1086,"KIA","Picanto",5,"Jawa Barat » Bekasi"
"824",1.89e+08,2014,130000,"TSI","Automatic","Silver",1390,"Volkswagen","Tiguan",5,"Banten » Serpong Summarecon"
"825",3.1e+08,2012,110000,"240G","Automatic","Hitam",2362,"Toyota","Harrier",5,"DKI Jakarta » Sunter"
"826",1e+08,2014,123157,"XV","Automatic","Hitam",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Kuningan"
"827",47500000,2000,155000,"GLi","Manual","Biru",1498,"Toyota","Soluna",5,"DKI Jakarta » Cipayung"
"828",1.69e+08,2017,43742,"E","Manual","Abu-abu",1496,"Honda","Mobilio",7,"Jawa Timur » Kepanjen"
"829",1.51e+08,2012,12000,"2.3 A/T","Automatic","Hitam",2260,"Mazda","8",7,"Jawa Barat » Pondok Gede"
"830",1.95e+08,2018,17773,"E","Automatic","Silver",1496,"Honda","Mobilio",7,"DKI Jakarta » Tangerang"
"831",1.15e+08,2007,111,"Sport","Automatic","Hitam",2496,"Mercedes-Benz","C230",5,"Sulawesi Selatan » Makasar"
"832",59900000,2004,135000,"Series 1","Manual","Silver",1490,"Suzuki","Baleno",5,"Jawa Barat » Cianjur"
"833",1.35e+08,2014,67500,"G","Manual","Silver",1496,"Toyota","Avanza",7,"Jawa Barat » Bandung"
"834",1.27e+08,2012,85000,"G","Manual","Hitam",1298,"Toyota","Avanza",7,"DKI Jakarta » Kalimalang"
"835",5.35e+08,2019,1500,"Elite","Automatic","Hitam",2488,"Mazda","CX-5",5,"DKI Jakarta » Kemanggisan"
"836",1.09e+08,2005,110000,"V Luxury","Automatic","Hitam",1998,"Toyota","Kijang Innova",7,"Banten » Karawaci"
"837",8.8e+07,2011,100000,"S","Automatic","Hijau",1498,"Mazda","2",5,"Banten » BSD"
"838",1.19e+08,2011,93000,"1.5","Automatic","Putih",1497,"Honda","Freed",7,"DKI Jakarta » Duren Sawit"
"839",1.25e+08,2010,12500,"1.5","Automatic","Abu-abu",1497,"Honda","Freed",7,"DKI Jakarta » Meruya"
"840",2.59e+08,2004,142500,"Vogue","Automatic","Silver",4398,"Land Rover","Range Rover",5,"DKI Jakarta » Pondok Indah"
"841",7.8e+07,2010,202000,"XV","Automatic","Silver",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Tangerang"
"842",89500000,2012,82500,"Sport+","Automatic","Putih",1596,"Ford","Fiesta",5,"DKI Jakarta » Pondok Kopi"
"843",7.8e+07,2009,122500,"XV","Automatic","Hitam",1498,"Nissan","Grand Livina",7,"Jawa Barat » Jatirangga"
"844",1.49e+08,2008,106000,"FD","Automatic","Silver",1998,"Honda","Civic",5,"Yogyakarta » Sleman"
"845",89900000,2008,122500,"S","Automatic","Emas",1495,"Toyota","Rush",5,"Banten » Tangerang"
"846",83500000,2010,127500,"Xi DELUXE+","Manual","Hitam",1298,"Daihatsu","Xenia",7,"Banten » Jurangmangu"
"847",5.5e+07,2010,111000,"GL","Manual","Hitam",1495,"Hyundai","Avega",5,"Jawa Barat » Buah Batu"
"848",1.45e+08,2008,100000,"2.4","Automatic","Abu-abu",2354,"Honda","Odyssey",7,"Jawa Timur » Barat"
"849",1.39e+08,2018,6000,"Satya E","Manual","Merah",1199,"Honda","Brio",5,"DKI Jakarta » Cibubur"
"850",9e+07,2015,43000,"X","Manual","Abu-abu",998,"Daihatsu","Ayla",5,"Jawa Barat » Cibiru"
"851",9.3e+07,1997,107500,"W210 3.2 Automatic","Automatic","Biru",3199,"Mercedes-Benz","E320",5,"DKI Jakarta » Cirendeu"
"852",1.93e+08,2014,58000,"RS","Automatic","Merah",1496,"Honda","Jazz",5,"Yogyakarta » Sleman"
"853",6e+07,2003,200000,"G","Manual","Silver",1496,"Toyota","Vios",5,"Jawa Barat » Cibinong"
"854",1.4e+08,2018,19957,"G","Automatic","Abu-abu",1197,"Toyota","Calya",7,"Sumatera Selatan » Palembang"
"855",5.85e+08,2019,8200,"Progressive Line","Automatic","Silver",1332,"Mercedes-Benz","B200",5,"Banten » Gading Serpong"
"856",1.22e+08,2014,101000,"Veloz","Automatic","Silver",1496,"Toyota","Avanza",7,"Jawa Barat » Jati Sampurna"
"857",1.85e+08,2013,101,"RS","Manual","Abu-abu",1496,"Honda","Jazz",5,"Jawa Timur » Kediri"
"858",2.25e+08,2016,32142,"RS","Automatic","Silver",1497,"Honda","Jazz",5,"Jawa Barat » Purwakarta"
"859",7.7e+07,2002,200000,"VTi","Manual","Merah",1668,"Honda","Civic",5,"Yogyakarta » Bantul"
"860",8.5e+07,2013,110000,"LTZ","Manual","Silver",1485,"Chevrolet","Spin",7,"Jawa Barat » Bekasi Timur"
"861",9.8e+07,2012,95000,"SV","Manual","Abu-abu",1498,"Nissan","Grand Livina",7,"Jawa Barat » Tanah Sareal"
"862",2.15e+08,2019,7500,"Type L","Automatic","Silver",1498,"DFSK","Glory 560",7,"Jawa Barat » Pondok Gede"
"863",2e+08,2011,46000,"ER","Automatic","Putih",2261,"Mazda","CX-7",5,"Jawa Barat » Kiara Condong"
"864",1.75e+08,2014,80000,"E","Automatic","Abu-abu",1998,"Toyota","Kijang Innova",8,"Banten » Serang"
"865",1.25e+08,2009,83000,"T31","Automatic","Hitam",1997,"Nissan","X-Trail",5,"Jawa Timur » Wiyung"
"866",1.15e+08,2011,94000,"G","Manual","Hitam",1298,"Toyota","Avanza",7,"DKI Jakarta » Mampang Prapatan"
"867",5.9e+07,1997,265000,"SGX","Manual","Abu-abu",1781,"Toyota","Kijang",8,"Banten » Pondok Ranji"
"868",7.3e+07,2011,102500,"GX","Manual","Silver",1495,"Hyundai","Avega",5,"Jawa Barat » Cinangka"
"869",2.5e+08,2016,42172,"G","Manual","Putih",1998,"Toyota","Kijang Innova",8,"Riau » Tampan"
"870",1.25e+08,2015,48000,"Titanium","Automatic","Merah",1499,"Ford","EcoSport",5,"Banten » Sudimara"
"871",1.1e+08,2012,92500,"E","Automatic","Hitam",1497,"Toyota","Yaris",5,"Banten » Serpong Summarecon"
"872",9.5e+07,2001,91000,"Standard","Automatic","Hitam",2988,"Infiniti","I30",5,"Jawa Timur » Tegalsari"
"873",2.45e+08,2013,85000,"GLS","Manual","Putih",2477,"Mitsubishi","Pajero Sport",7,"Jawa Timur » Wisata bukit Mas II"
"874",1.63e+08,2018,17500,"","Automatic","Merah",1329,"Daihatsu","Sirion",5,"Jawa Barat » Sawangan"
"875",6.5e+07,2013,30000,"FLX","Manual","Putih",1322,"Proton","Saga",5,"DKI Jakarta » Kebayoran Lama"
"876",7.5e+07,2005,207000,"G","Automatic","Emas",1794,"Toyota","Corolla Altis",5,"Banten » BSD"
"877",1.45e+08,2012,4500,"","Manual","Hitam",2999,"Isuzu","D-Max",5,"Jawa Tengah » Wanareja"
"878",1.25e+08,2016,92500,"X DELUXE","Manual","Silver",1329,"Daihatsu","Xenia",7,"Jawa Timur » Karangploso"
"879",8.9e+07,2008,165000,"JLX","Automatic","Hitam",1995,"Suzuki","Grand Vitara",5,"Jawa Barat » Sukaraja"
"880",9e+07,2006,100000,"S","Automatic","Biru",1497,"Toyota","Yaris",5,"Nangroe Aceh Darussalam » Baiturrahman"
"881",1.09e+08,2016,47500,"Satya S","Manual","Hitam",1199,"Honda","Brio",5,"DKI Jakarta » Cipinang"
"882",1.1e+08,2012,86000,"GL","Manual","Silver",1373,"Suzuki","Ertiga",7,"Sumatera Barat » Padang Barat"
"883",2.5e+08,2013,75000,"Exceed","Automatic","Putih",2477,"Mitsubishi","Pajero Sport",7,"DKI Jakarta » Pademangan"
"884",3.9e+08,2016,37500,"Dakar","Automatic","Silver",2477,"Mitsubishi","Pajero Sport",7,"DKI Jakarta » Kembangan"
"885",1.2e+08,2004,47500,"VTi","Automatic","Hitam",NA,"Honda","Accord",5,"DKI Jakarta » Puri Indah"
"886",1.15e+08,2013,92500,"GX","Manual","Putih",1373,"Suzuki","Ertiga",7,"DKI Jakarta » Cakung"
"887",1.68e+08,2015,32500,"R","Automatic","Silver",1496,"Mazda","2",5,"DKI Jakarta » Kembangan"
"888",2.63e+08,2015,110000,"G","Manual","Hitam",2494,"Toyota","Hilux",5,"Nangroe Aceh Darussalam » Ulee Kareng"
"889",1.27e+08,2012,107500,"1.5","Automatic","Abu-abu",1497,"Honda","Freed",7,"Jawa Barat » Bekasi"
"890",2.25e+08,2015,105000,"G","Automatic","Hitam",2494,"Toyota","Kijang Innova",8,"DKI Jakarta » Pasar Minggu"
"891",2.25e+08,2018,32500,"ULTIMATE","Automatic","Abu-abu",1499,"Mitsubishi","Xpander",7,"Jawa Timur » Waru"
"892",1.95e+08,2013,190000,"V","Automatic","Silver",2494,"Toyota","Kijang Innova",8,"Banten » BSD"
"893",1.55e+08,2016,52500,"Minibus","Manual","Silver",2771,"Isuzu","Elf",20,"Jawa Barat » Pameungpeuk"
"894",1.61e+08,2017,40000,"Hybrid ZDi","Manual","Putih",1248,"Suzuki","Ertiga",7,"Jawa Timur » Sukodono"
"895",5.25e+08,2014,30000,"Avantgarde","Automatic","Putih",1991,"Mercedes-Benz","E250",5,"Jawa Barat » Grand Wisata"
"896",1.03e+08,2014,70000,"Satya E","Manual","Abu-abu",1198,"Honda","Brio",5,"Jawa Barat » Regol"
"897",1.32e+08,2015,116000,"Veloz","Automatic","Silver",1496,"Toyota","Avanza",7,"Banten » Ciledug"
"898",1.3e+08,2013,61300,"S","Automatic","Putih",1497,"Honda","Freed",7,"Banten » Pinang"
"899",7.2e+07,1989,151000,"2","Manual","Silver",1990,"BMW","520i",5,"Banten » Pamulang"
"900",4.2e+08,2017,60000,"Dakar","Automatic","Hitam",2442,"Mitsubishi","Pajero Sport",7,"Banten » Citra Raya"
"901",3e+08,2019,10000,"E Special Edition","Automatic","Putih",1497,"Honda","HR-V",5,"Riau » Tampan"
"902",1.32e+08,2014,86000,"G","Manual","Hitam",1298,"Toyota","Avanza",7,"Jawa Timur » Bangsalsari"
"903",1.79e+08,2016,47500,"E","Manual","Hijau",1497,"Honda","BR-V",7,"Jawa Barat » Kopo Sadang"
"904",449600000,2019,2700,"Ultimate","Automatic","Putih",1499,"Mitsubishi","Eclipse Cross",5,"DKI Jakarta » Tebet"
"905",2.5e+08,2013,32500,"2.4","Automatic","Silver",2354,"Honda","CR-V",5,"Jawa Tengah » Ngalian"
"906",3.6e+08,2013,77500,"xDrive20i xLine","Automatic","Putih",1997,"BMW","X3",5,"DKI Jakarta » Kartini"
"907",1.1e+08,2016,17500,"G","Manual","Putih",998,"Toyota","Agya",5,"Jawa Timur » Bubutan"
"908",1.35e+08,2016,113423,"E","Manual","Silver",1329,"Toyota","Avanza",7,"Nusa Tenggara Barat » Ampenan"
"909",1.3e+08,2011,52500,"XLT-D","Manual","Hitam",2499,"Ford","Ranger",5,"Jawa Tengah » Semarang Barat"
"910",3.8e+08,2013,17500,"GV","Manual","Putih",2457,"Subaru","WRX STi",5,"Sulawesi Selatan » Makasar"
"911",2.24e+08,2013,91000,"G","Automatic","Abu-abu",2494,"Toyota","Kijang Innova",8,"Jawa Timur » Kediri"
"912",1.4e+08,2010,85000,"2.4","Automatic","Silver",2393,"Suzuki","Grand Vitara",5,"Sumatera Barat » Padang Utara"
"913",1.75e+08,2009,120000,"G","Manual","Silver",2494,"Toyota","Kijang Innova",8,"Jawa Barat » Margacinta"
"914",9.4e+07,2007,175000,"1.7","Automatic","Hitam",1668,"Honda","Stream",7,"DKI Jakarta » Matraman"
"915",1.5e+08,2011,5000000,"G","Automatic","Silver",1998,"Toyota","Kijang Innova",8,"Jawa Barat » Jati Sampurna"
"916",108900000,2014,49000,"S","Automatic","Merah",1339,"Honda","Brio",5,"Banten » Bintaro"
"917",2.1e+07,1993,300000,"","Manual","Merah",2000,"Mitsubishi","Eterna",5,"DKI Jakarta » Tebet"
"918",67500000,1997,152500,"Krista","Manual","Hijau",1998,"Toyota","Kijang",8,"DKI Jakarta » Cinere"
"919",4.5e+07,1996,190000,"E36 2.0","Manual","Merah",1991,"BMW","320i",5,"Jawa Barat » Sentul City"
"920",87500000,2018,4231,"GL Wagon R","Manual","Hitam",998,"Suzuki","Karimun Wagon R",5,"Jawa Barat » Cileunyi"
"921",38500000,2000,15000,"SOHC","Manual","Hijau",1498,"Timor","S-515",5,"Jawa Timur » Candi"
"922",3.15e+08,2009,59000,"Avantgarde AMG","Automatic","Hitam",2996,"Mercedes-Benz","E300",5,"Jawa Barat » Pekayon Jaya"
"923",7.2e+07,2001,243000,"G","Automatic","Silver",1794,"Toyota","Corolla Altis",5,"Jawa Barat » Cimanggis"
"924",1.55e+08,2013,57500,"E","Manual","Silver",1998,"Toyota","Kijang Innova",8,"Jawa Timur » Surabaya"
"925",1e+08,2015,44000,"TRD Sportivo","Automatic","Putih",998,"Toyota","Agya",5,"Jawa Barat » Bogor Barat"
"926",8e+07,2012,32500,"SE 2","Automatic","Putih",1248,"KIA","Picanto",5,"Jawa Barat » Bekasi Utara"
"927",8.2e+07,2008,140000,"1.5","Manual","Hitam",1490,"Suzuki","Neo Baleno",5,"Jawa Timur » Pucang"
"928",6.1e+07,1996,152500,"E36 1.8 Manual","Manual","Biru",1796,"BMW","318i",5,"DKI Jakarta » Kalimalang"
"929",2.25e+08,2018,39000,"RS","Automatic","Hitam",1497,"Honda","Jazz",5,"Banten » BSD"
"930",1.35e+08,2018,20000,"Satya E","Manual","Merah",1199,"Honda","Brio",5,"Jawa Timur » Buduran"
"931",2.55e+08,2013,37500,"sDrive18i Business","Automatic","Putih",1995,"BMW","X1",5,"DKI Jakarta » Tebet"
"932",2.75e+08,2010,62500,"X","Automatic","Hitam",2362,"Toyota","Alphard",7,"Jawa Barat » Medan Satria"
"933",2.45e+08,2014,160000,"2.0XT","Automatic","Hitam",1998,"Subaru","Forester",5,"DKI Jakarta » Pondok Pinang"
"934",1.05e+08,2012,102500,"Highway Star Autech","Automatic","Silver",1498,"Nissan","Grand Livina",7,"Jawa Barat » Bogor Kota"
"935",9.9e+07,2016,42500,"G","Manual","Hitam",998,"Toyota","Agya",5,"Jawa Timur » Nirwana Eksekutif-Wonorejo Permai"
"936",9.7e+07,2019,7500,"GL Wagon R","Manual","Putih",998,"Suzuki","Karimun Wagon R",5,"Jawa Timur » Nirwana Eksekutif-Wonorejo Permai"
"937",1.65e+08,2017,37500,"G Basic","Manual","Hitam",1329,"Toyota","Avanza",7,"Jawa Timur » Surabaya"
"938",3.1e+08,2014,22500,"Urban","Automatic","Hitam",1595,"Mercedes-Benz","A200",5,"Jawa Timur » Klojen"
"939",1.38e+08,2016,82500,"G","Manual","Hitam",1496,"Toyota","Avanza",7,"DKI Jakarta » Pluit"
"940",1.61e+08,2018,22500,"S","Manual","Putih",1496,"Honda","Mobilio",7,"Jawa Timur » Nirwana Eksekutif-Wonorejo Permai"
"941",1.33e+08,2017,2500,"S L","Manual","Hitam",1485,"Wuling","Confero",8,"Jawa Timur » Nirwana Eksekutif-Wonorejo Permai"
"942",6.3e+07,1997,300000,"JLX","Manual","Hijau",1590,"Suzuki","Escudo",5,"Jawa Barat » Padakembang"
"943",129500000,2019,11000,"TRD","Automatic","Hitam",1197,"Toyota","Agya",5,"Jawa Tengah » Tembalang"
"944",1.2e+08,2008,117500,"V","Automatic","Hitam",2362,"Toyota","Camry",5,"Banten » Pondok Aren"
"945",1.8e+08,2016,12500,"E","Manual","Putih",1497,"Honda","BR-V",7,"DKI Jakarta » Cilincing"
"946",5e+07,1996,232500,"E36 1.8 Manual","Manual","Silver",1796,"BMW","318i",5,"Jawa Barat » Sukmajaya"
"947",7.55e+08,2015,12500,"M Sport","Automatic","Putih",1997,"BMW","428i",5,"Jawa Timur » Darmo"
